,defense,defense_conference,drive_result,elapsed,end_period,end_time,end_yardline,game_id,id,offense,offense_conference,plays,scoring,season,start_period,start_time,start_yardline,yards
802,Boston College,ACC,END OF GAME,"{'minutes': 1, 'seconds': 21}",4.0,{},25.0,400547728.0,40054772821,UMass,Mid-American,3.0,False,2014,4.0,"{'minutes': 1, 'seconds': 21}",10.0,15.0
803,Penn State,Big Ten,PUNT,"{'minutes': 2, 'seconds': 9}",2.0,"{'minutes': 6, 'seconds': 39}",36.0,400547987.0,40054798710,UMass,Mid-American,5.0,False,2014,2.0,"{'minutes': 8, 'seconds': 48}",75.0,0.0
804,UMass,Mid-American,TD,"{'minutes': 3, 'seconds': 2}",2.0,"{'minutes': 3, 'seconds': 37}",100.0,400547987.0,40054798711,Penn State,Big Ten,6.0,True,2014,2.0,"{'minutes': 6, 'seconds': 39}",36.0,64.0
805,Penn State,Big Ten,PUNT,{'seconds': 48},2.0,"{'minutes': 2, 'seconds': 49}",44.0,400547987.0,40054798712,UMass,Mid-American,3.0,False,2014,2.0,"{'minutes': 3, 'seconds': 37}",75.0,-2.0
806,UMass,Mid-American,TD,"{'minutes': 1, 'seconds': 25}",2.0,"{'minutes': 1, 'seconds': 24}",100.0,400547987.0,40054798713,Penn State,Big Ten,5.0,True,2014,2.0,"{'minutes': 2, 'seconds': 49}",44.0,56.0
807,Penn State,Big Ten,END OF HALF,"{'minutes': 1, 'seconds': 24}",2.0,{},54.0,400547987.0,40054798714,UMass,Mid-American,6.0,False,2014,2.0,"{'minutes': 1, 'seconds': 24}",75.0,21.0
808,Penn State,Big Ten,PUNT,"{'minutes': 1, 'seconds': 12}",3.0,"{'minutes': 13, 'seconds': 48}",28.0,400547987.0,40054798715,UMass,Mid-American,3.0,False,2014,3.0,{'minutes': 15},75.0,6.0
809,UMass,Mid-American,TD,"{'minutes': 5, 'seconds': 38}",3.0,"{'minutes': 8, 'seconds': 10}",100.0,400547987.0,40054798716,Penn State,Big Ten,11.0,True,2014,3.0,"{'minutes': 13, 'seconds': 48}",28.0,72.0
810,Penn State,Big Ten,FUMBLE,"{'minutes': 2, 'seconds': 56}",3.0,"{'minutes': 5, 'seconds': 14}",59.0,400547987.0,40054798717,UMass,Mid-American,6.0,False,2014,3.0,"{'minutes': 8, 'seconds': 10}",75.0,16.0
811,UMass,Mid-American,TD,"{'minutes': 4, 'seconds': 57}",3.0,{'seconds': 17},100.0,400547987.0,40054798718,Penn State,Big Ten,11.0,True,2014,3.0,"{'minutes': 5, 'seconds': 14}",59.0,41.0
812,Penn State,Big Ten,TD,{'seconds': 30},4.0,"{'minutes': 14, 'seconds': 47}",0.0,400547987.0,40054798719,UMass,Mid-American,3.0,True,2014,3.0,{'seconds': 17},75.0,75.0
813,UMass,Mid-American,PUNT,"{'minutes': 3, 'seconds': 21}",4.0,"{'minutes': 11, 'seconds': 26}",72.0,400547987.0,40054798720,Penn State,Big Ten,3.0,False,2014,4.0,"{'minutes': 14, 'seconds': 47}",25.0,3.0
814,Penn State,Big Ten,PUNT,{'seconds': 27},4.0,"{'minutes': 10, 'seconds': 59}",40.0,400547987.0,40054798721,UMass,Mid-American,3.0,False,2014,4.0,"{'minutes': 11, 'seconds': 26}",72.0,0.0
815,UMass,Mid-American,PUNT,"{'minutes': 1, 'seconds': 34}",4.0,"{'minutes': 9, 'seconds': 25}",90.0,400547987.0,40054798722,Penn State,Big Ten,3.0,False,2014,4.0,"{'minutes': 10, 'seconds': 59}",40.0,8.0
816,Penn State,Big Ten,DOWNS,"{'minutes': 4, 'seconds': 6}",4.0,"{'minutes': 5, 'seconds': 19}",17.0,400547987.0,40054798723,UMass,Mid-American,11.0,False,2014,4.0,"{'minutes': 9, 'seconds': 25}",90.0,73.0
817,UMass,Mid-American,END OF GAME,"{'minutes': 5, 'seconds': 19}",4.0,{},35.0,400547987.0,40054798724,Penn State,Big Ten,8.0,False,2014,4.0,"{'minutes': 5, 'seconds': 19}",17.0,18.0
818,Colorado,Pac-12,TD,"{'minutes': 2, 'seconds': 24}",2.0,"{'minutes': 6, 'seconds': 7}",100.0,400548099.0,40054809910,UMass,Mid-American,6.0,True,2014,2.0,"{'minutes': 8, 'seconds': 31}",30.0,70.0
819,UMass,Mid-American,TD,"{'minutes': 3, 'seconds': 44}",2.0,"{'minutes': 2, 'seconds': 23}",0.0,400548099.0,40054809911,Colorado,Pac-12,9.0,True,2014,2.0,"{'minutes': 6, 'seconds': 7}",85.0,85.0
820,Colorado,Pac-12,PUNT,"{'minutes': 1, 'seconds': 12}",2.0,"{'minutes': 1, 'seconds': 11}",41.0,400548099.0,40054809912,UMass,Mid-American,4.0,False,2014,2.0,"{'minutes': 2, 'seconds': 23}",39.0,2.0
821,UMass,Mid-American,PUNT,{'seconds': 23},2.0,{'seconds': 48},78.0,400548099.0,40054809913,Colorado,Pac-12,3.0,False,2014,2.0,"{'minutes': 1, 'seconds': 11}",78.0,0.0
822,Colorado,Pac-12,TD,{'seconds': 30},2.0,{'seconds': 18},100.0,400548099.0,40054809914,UMass,Mid-American,5.0,True,2014,2.0,{'seconds': 48},30.0,70.0
823,UMass,Mid-American,END OF HALF,{'seconds': 18},2.0,{},69.0,400548099.0,40054809915,Colorado,Pac-12,1.0,False,2014,2.0,{'seconds': 18},67.0,-2.0
824,Colorado,Pac-12,FG,"{'minutes': 1, 'seconds': 49}",3.0,"{'minutes': 13, 'seconds': 11}",84.0,400548099.0,40054809916,UMass,Mid-American,5.0,True,2014,3.0,{'minutes': 15},39.0,45.0
825,UMass,Mid-American,INT,{'seconds': 44},3.0,"{'minutes': 12, 'seconds': 27}",73.0,400548099.0,40054809917,Colorado,Pac-12,2.0,False,2014,3.0,"{'minutes': 13, 'seconds': 11}",77.0,4.0
