,defense,defense_conference,drive_result,elapsed,end_period,end_time,end_yardline,game_id,id,offense,offense_conference,plays,scoring,season,start_period,start_time,start_yardline,yards
3612,Texas A&M,SEC,TD,"{'minutes': 2, 'seconds': 2}",3.0,"{'minutes': 2, 'seconds': 6}",100.0,400933838.0,40093383824,UCLA,Pac-12,8.0,True,2017,3.0,"{'minutes': 4, 'seconds': 8}",25.0,75.0
3613,UCLA,Pac-12,PUNT,"{'minutes': 1, 'seconds': 40}",3.0,{'seconds': 26},69.0,400933838.0,40093383825,Texas A&M,SEC,3.0,False,2017,3.0,"{'minutes': 2, 'seconds': 6}",75.0,6.0
3614,Texas A&M,SEC,TD,"{'minutes': 2, 'seconds': 4}",4.0,"{'minutes': 13, 'seconds': 22}",100.0,400933838.0,40093383826,UCLA,Pac-12,8.0,True,2017,3.0,{'seconds': 26},15.0,85.0
3615,UCLA,Pac-12,PUNT,"{'minutes': 4, 'seconds': 4}",4.0,"{'minutes': 9, 'seconds': 18}",51.0,400933838.0,40093383827,Texas A&M,SEC,8.0,False,2017,4.0,"{'minutes': 13, 'seconds': 22}",73.0,22.0
3616,Texas A&M,SEC,TD,"{'minutes': 1, 'seconds': 6}",4.0,"{'minutes': 8, 'seconds': 12}",100.0,400933838.0,40093383828,UCLA,Pac-12,5.0,True,2017,4.0,"{'minutes': 9, 'seconds': 18}",4.0,96.0
3617,UCLA,Pac-12,MISSED FG,"{'minutes': 3, 'seconds': 31}",4.0,"{'minutes': 4, 'seconds': 41}",25.0,400933838.0,40093383829,Texas A&M,SEC,9.0,False,2017,4.0,"{'minutes': 8, 'seconds': 12}",75.0,50.0
3618,Texas A&M,SEC,TD,"{'minutes': 1, 'seconds': 31}",4.0,"{'minutes': 3, 'seconds': 10}",100.0,400933838.0,40093383830,UCLA,Pac-12,6.0,True,2017,4.0,"{'minutes': 4, 'seconds': 41}",26.0,74.0
3619,UCLA,Pac-12,PUNT,{'seconds': 31},4.0,"{'minutes': 2, 'seconds': 39}",80.0,400933838.0,40093383831,Texas A&M,SEC,3.0,False,2017,4.0,"{'minutes': 3, 'seconds': 10}",77.0,-3.0
3620,Texas A&M,SEC,TD,"{'minutes': 1, 'seconds': 56}",4.0,{'seconds': 43},100.0,400933838.0,40093383832,UCLA,Pac-12,10.0,True,2017,4.0,"{'minutes': 2, 'seconds': 39}",34.0,66.0
3621,UCLA,Pac-12,DOWNS,{'seconds': 23},4.0,{'seconds': 20},75.0,400933838.0,40093383833,Texas A&M,SEC,4.0,False,2017,4.0,{'seconds': 43},75.0,9.0
